date,Stress_Level_Score,Mental_Health_Status_Score,StudentID
2025-08-01,2.0570033,3.278717,10
2025-08-02,2.0664294,3.3065944,10
2025-08-03,2.0748403,3.3078492,10
2025-08-04,2.0725243,3.2876685,10
2025-08-05,2.051725,3.2798798,10
2025-08-06,2.0631092,3.3127816,10
2025-08-07,2.0824203,3.4007976,10
2025-08-08,2.0811048,3.3927279,10
2025-08-09,2.068386,3.452747,10
2025-08-10,2.086306,3.4990675,10
2025-08-11,2.0902653,3.553184,10
2025-08-12,2.0818646,3.54775,10
2025-08-13,2.0676563,3.629791,10
2025-08-14,2.0773637,3.6374047,10
2025-08-15,2.0724854,3.6665156,10
2025-08-16,2.0587819,3.6818871,10
2025-08-17,2.036465,3.6759455,10
2025-08-18,2.0336828,3.6786385,10
2025-08-19,2.0522215,3.6467948,10
2025-08-20,2.0627317,3.67204,10
2025-08-21,2.0548131,3.630322,10
2025-08-22,2.0338452,3.5277195,10
2025-08-23,2.041968,3.5517397,10
2025-08-24,2.0690396,3.5151737,10
2025-08-25,2.038643,3.4997542,10
2025-08-26,2.0701814,3.4450607,10
2025-08-27,2.0625746,3.4280896,10
2025-08-28,2.1118908,3.4360566,10
2025-08-29,2.0947652,3.437973,10
2025-08-30,2.0991733,3.40204,10
2025-08-31,2.14504,3.4263587,10
2025-09-01,2.1460633,3.3953855,10
2025-09-02,2.17739,3.4764414,10
2025-09-03,2.232856,3.501351,10
2025-09-04,2.253307,3.5716913,10
2025-09-05,2.2537904,3.5924664,10
2025-09-06,2.3005128,3.6143672,10
2025-09-07,2.3393111,3.6726272,10
2025-09-08,2.3871505,3.7519855,10
2025-09-09,2.4161186,3.8220992,10
2025-09-10,2.4549425,3.8664832,10
2025-09-11,2.4906752,3.8896093,10
2025-09-12,2.5243943,4.000783,10
2025-09-13,2.57315,4.0268016,10
2025-09-14,2.5579686,4.0397224,10
2025-09-15,2.6322246,4.039691,10
2025-09-16,2.646559,4.085866,10
2025-09-17,2.6728306,4.095239,10
2025-09-18,2.6995604,4.1563826,10
2025-09-19,2.7084932,4.149798,10
2025-09-20,2.722047,4.172168,10
2025-09-21,2.729461,4.162274,10
2025-09-22,2.7318842,4.2154565,10
2025-09-23,2.7825317,4.1880655,10
2025-09-24,2.779838,4.187988,10
2025-09-25,2.786073,4.201374,10
2025-09-26,2.8001852,4.195861,10
2025-09-27,2.8176343,4.1610737,10
2025-09-28,2.826894,4.16499,10
2025-09-29,2.8183198,4.1302266,10
2025-09-30,2.836619,4.1310678,10
2025-10-01,2.8329177,4.163181,10
2025-10-02,2.8459458,4.159283,10
2025-10-03,2.8547072,4.1473675,10
2025-10-04,2.8478146,4.1809807,10
2025-10-05,2.8813057,4.181752,10
2025-10-06,2.8996558,4.2045918,10
2025-10-07,2.886222,4.2258873,10
2025-10-08,2.8987918,4.227056,10
2025-10-09,2.9119568,4.300603,10
2025-10-10,2.9209857,4.291446,10
2025-10-11,2.8993282,4.2663465,10
2025-10-12,2.9099126,4.284166,10
2025-10-13,2.922102,4.2862206,10
2025-10-14,2.9257312,4.283865,10
2025-10-15,2.9264846,4.322499,10
2025-10-16,2.9468253,4.33374,10
2025-10-17,2.9185956,4.3336883,10
2025-10-18,2.9546888,4.3763337,10
2025-10-19,2.951752,4.365328,10
2025-10-20,2.95525,4.3513713,10
2025-10-21,2.9499335,4.3602138,10
2025-10-22,2.9332902,4.3609347,10
2025-10-23,2.9438725,4.352055,10
2025-10-24,2.9571393,4.35778,10
2025-10-25,2.9559953,4.346002,10
2025-10-26,2.9742305,4.368912,10
2025-10-27,2.92781,4.2958117,10
2025-10-28,2.956237,4.2976737,10
2025-10-29,2.9581356,4.31317,10
